"energy_eV_rel_EF","Oads_p_down","Obridge_p_up","Obridge_p_down","Co_d_down","Co_d_up","Oads_p_up"
"-4.96216","0.15091300000000002","0.43637999999999999","0.38861999999999997","0.063838000000000006","0.34948000000000001","0.31764000000000003"
"-4.85216","0.090934999999999988","0.37058999999999997","0.28090999999999999","0.063152","0.46403","0.29198999999999997"
"-4.74216","0.075607000000000008","0.27962000000000004","0.36165999999999998","0.11319900000000001","0.60532000000000008","0.20734000000000002"
"-4.63116","0.076490000000000002","0.23281000000000002","0.37806000000000001","0.141544","0.90824000000000005","0.13283"
"-4.52116","0.065920000000000006","0.20616000000000001","0.29365000000000002","0.11851200000000001","1.2364999999999999","0.095299999999999996"
"-4.41116","0.049127000000000004","0.19032000000000002","0.37165999999999999","0.10850599999999999","1.1816","0.087129999999999999"
"-4.30016","0.037432","0.21897","0.51648000000000005","0.12931999999999999","0.78258000000000005","0.11338000000000001"
"-4.19016","0.034203999999999998","0.26900999999999997","0.44181999999999999","0.14075299999999999","0.49976999999999999","0.20133000000000001"
"-4.08016","0.045638999999999999","0.30989","0.29066000000000003","0.14735999999999999","0.4597","0.35550000000000004"
"-3.97016","0.077969999999999998","0.36069000000000001","0.39846999999999999","0.19489000000000001","0.47893000000000002","0.43515999999999999"
"-3.85916","0.12217000000000001","0.37973999999999997","0.58692999999999995","0.30295","0.45438000000000001","0.32773999999999998"
"-3.74916","0.16061999999999999","0.32874000000000003","0.52078999999999998","0.43071000000000004","0.38673000000000002","0.17906"
"-3.63916","0.17308999999999997","0.29000999999999999","0.34719000000000005","0.45176000000000005","0.29685","0.128611"
"-3.52816","0.18176","0.33040999999999998","0.27995000000000003","0.41339999999999999","0.22635899999999998","0.16316400000000003"
"-3.41816","0.23378000000000002","0.37937000000000004","0.23057","0.54382999999999992","0.19506899999999999","0.20918999999999999"
"-3.30816","0.25551999999999997","0.33628999999999998","0.1411","0.67592999999999992","0.20282600000000001","0.21077400000000002"
"-3.19716","0.17049999999999998","0.24095999999999998","0.072874999999999995","0.50600000000000001","0.31719799999999998","0.20852100000000001"
"-3.08716","0.15540999999999999","0.16736000000000001","0.047029000000000001","0.32225999999999999","0.48838999999999999","0.213863"
"-2.97716","0.44095999999999996","0.11201","0.053345000000000004","0.54371999999999998","0.45478699999999994","0.16100299999999998"
"-2.86716","0.77407000000000004","0.075548999999999991","0.074926999999999994","0.89485999999999999","0.22478100000000001","0.077233999999999997"
"-2.75616","0.63180999999999998","0.061073000000000002","0.079122999999999999","0.72613100000000008","0.076913999999999996","0.032400999999999999"
"-2.64616","0.22603000000000001","0.061767000000000002","0.059566999999999995","0.24217199999999997","0.060140000000000006","0.021853000000000001"
"-2.53616","0.028311000000000003","0.057008999999999997","0.031467000000000002","0.0069490000000000012","0.080511000000000013","0.058020000000000002"
