"energy_relative_to_EF_eV","O258_p_total_down","O258_p_total_up","O259_p_total_down","O259_p_total_up","O294_p_total_down","O294_p_total_up"
"0.15038000","0.00000000","0.01004000","0.00000000","0.00242000","0.00000000","0.09872000"
"0.20050000","0.00000000","0.00126000","0.00000000","0.00023000","0.00000000","0.00271000"
"0.25063000","0.00000000","0.00004000","0.00000000","0.00000000","0.00000000","0.00003000"
"0.30075000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"0.35088000","0.00000000","0.00000000","0.00000000","0.00011000","0.00000000","0.00000000"
"0.40100000","0.00000000","0.00023000","0.00000000","0.00312000","0.00000000","0.00009000"
"0.45113000","0.00000000","0.00258000","0.00000000","0.01873000","0.00000000","0.00080000"
"0.50125000","0.00000000","0.01308000","0.00000000","0.03779000","0.00000000","0.00243000"
"0.55138000","0.00000000","0.02308000","0.00000000","0.04233000","0.00000000","0.00367000"
"0.60150000","0.00000000","0.00925000","0.00000000","0.01620000","0.00000000","0.00170000"
"0.65163000","0.00000000","0.00071000","0.00000000","0.00132000","0.00000000","0.00016000"
"0.70175000","0.00000000","0.00001000","0.00000000","0.00001000","0.00000000","0.00000000"
"0.75188000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"0.80201000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"0.85213000","0.00000000","0.00000000","0.00002000","0.00000000","0.00001000","0.00000000"
"0.90226000","0.00001000","0.00000000","0.00002000","0.00000000","0.00001000","0.00000000"
"0.95238000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"1.00251000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"1.05263000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"1.10276000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"1.15288000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"1.20301000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"1.25313000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"1.30326000","0.00002000","0.00000000","0.00001000","0.00000000","0.00000000","0.00000000"
"1.35338000","0.00005000","0.00000000","0.00004000","0.00000000","0.00003000","0.00000000"
"1.40351000","0.00006000","0.00000000","0.00007000","0.00000000","0.00011000","0.00000000"
"1.45363000","0.00331000","0.00000000","0.00054000","0.00000000","0.00523000","0.00000000"
"1.50376000","0.06602000","0.00000000","0.00218000","0.00000000","0.09708000","0.00000000"
"1.55388000","0.23805000","0.00000000","0.00515000","0.00000000","0.34989000","0.00000000"
"1.60401000","0.21145000","0.00000000","0.00340000","0.00000000","0.33336000","0.00000000"
"1.65414000","0.12367000","0.00000000","0.00076000","0.00000000","0.22298000","0.00000000"
"1.70426000","0.03361000","0.00000000","0.00015000","0.00000000","0.06215000","0.00000000"
"1.75439000","0.00193000","0.00000000","0.00002000","0.00000000","0.00350000","0.00000000"
"1.80451000","0.00005000","0.00000000","0.00000000","0.00000000","0.00008000","0.00000000"
"1.85464000","0.00339000","0.00000000","0.00003000","0.00000000","0.00416000","0.00000000"
"1.90476000","0.07232000","0.00000000","0.00066000","0.00000000","0.08849000","0.00000000"
"1.95489000","0.27059000","0.00000000","0.00334000","0.00000000","0.33004000","0.00000000"
"2.00501000","0.20975000","0.00000000","0.00588000","0.00000000","0.25236000","0.00000000"
"2.05514000","0.05158000","0.00000000","0.00429000","0.00000000","0.05759000","0.00000000"
"2.10526000","0.01119000","0.00000000","0.00252000","0.00000000","0.00820000","0.00000000"
"2.15539000","0.00307000","0.00000000","0.00108000","0.00000000","0.00150000","0.00000000"
"2.20551000","0.00028000","0.00000000","0.00021000","0.00000000","0.00012000","0.00000000"
"2.25564000","0.00000000","0.00000000","0.00001000","0.00000000","0.00000000","0.00000000"
"2.30576000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2.35589000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2.40602000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2.45614000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2.50627000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2.55639000","0.00001000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2.60652000","0.00018000","0.00000000","0.00002000","0.00000000","0.00006000","0.00000000"
"2.65664000","0.00071000","0.00000000","0.00006000","0.00000000","0.00035000","0.00000000"
"2.70677000","0.00054000","0.00000000","0.00006000","0.00000000","0.00063000","0.00000000"
"2.75689000","0.00013000","0.00000000","0.00003000","0.00000000","0.00094000","0.00000000"
"2.80702000","0.00003000","0.00004000","0.00001000","0.00001000","0.00055000","0.00005000"
"2.85714000","0.00003000","0.00088000","0.00000000","0.00023000","0.00780000","0.00097000"
"2.90727000","0.00086000","0.00324000","0.00012000","0.00095000","0.17188000","0.00365000"
"2.95739000","0.00459000","0.00427000","0.00102000","0.00173000","0.65252000","0.00506000"
"3.00752000","0.00669000","0.00524000","0.00254000","0.00205000","0.45585000","0.00628000"
"3.05764000","0.00657000","0.00377000","0.00379000","0.00109000","0.07079000","0.00439000"
"3.10777000","0.00619000","0.00086000","0.00342000","0.00027000","0.01730000","0.00094000"
"3.15789000","0.00241000","0.00188000","0.00117000","0.00106000","0.00522000","0.00167000"
"3.20802000","0.00203000","0.00920000","0.00145000","0.00367000","0.00184000","0.01206000"
"3.25815000","0.01013000","0.01456000","0.00962000","0.00423000","0.01125000","0.02378000"
"3.30827000","0.02084000","0.00961000","0.02997000","0.00303000","0.02559000","0.01715000"
"3.35840000","0.02548000","0.00896000","0.05142000","0.00295000","0.02764000","0.01462000"
"3.40852000","0.02869000","0.01223000","0.04938000","0.00592000","0.03723000","0.02752000"
"3.45865000","0.03448000","0.00895000","0.04691000","0.00783000","0.04960000","0.03008000"
"3.50877000","0.03743000","0.00415000","0.05281000","0.00569000","0.03932000","0.01598000"
"3.55890000","0.04331000","0.01296000","0.04337000","0.00448000","0.05394000","0.03228000"
"3.60902000","0.04754000","0.03288000","0.03181000","0.00881000","0.07092000","0.08440000"
"3.65915000","0.04484000","0.02973000","0.02633000","0.01078000","0.04907000","0.08368000"
"3.70927000","0.03997000","0.01529000","0.02361000","0.00987000","0.02746000","0.04530000"
"3.75940000","0.02735000","0.00923000","0.02686000","0.00655000","0.02168000","0.02259000"
"3.80952000","0.02099000","0.00683000","0.02246000","0.00344000","0.04397000","0.01922000"
"3.85965000","0.01779000","0.00982000","0.01373000","0.00269000","0.04871000","0.04019000"
"3.90977000","0.01994000","0.01182000","0.01136000","0.00409000","0.03588000","0.04997000"
"3.95990000","0.02419000","0.01222000","0.01150000","0.00419000","0.03969000","0.03485000"
"4.01003000","0.02663000","0.01752000","0.01502000","0.00484000","0.04513000","0.03549000"
"4.06015000","0.03261000","0.02045000","0.01959000","0.00727000","0.04787000","0.04329000"
"4.11028000","0.04205000","0.02036000","0.02998000","0.01149000","0.05957000","0.04400000"
"4.16040000","0.04413000","0.02464000","0.03539000","0.01284000","0.05495000","0.06207000"
"4.21053000","0.06079000","0.03051000","0.04207000","0.00892000","0.04938000","0.07056000"
"4.26065000","0.07288000","0.02635000","0.04967000","0.00666000","0.03691000","0.04874000"
"4.31078000","0.07031000","0.03644000","0.05679000","0.00725000","0.04482000","0.05810000"
"4.36090000","0.08240000","0.05737000","0.07908000","0.01083000","0.06758000","0.08830000"
"4.41103000","0.08500000","0.03419000","0.09876000","0.01024000","0.06634000","0.05452000"
"4.46115000","0.08586000","0.00997000","0.11916000","0.00970000","0.05803000","0.02230000"
"4.51128000","0.09919000","0.01194000","0.16583000","0.01682000","0.04476000","0.04293000"
"4.56140000","0.12157000","0.01778000","0.21890000","0.02022000","0.03426000","0.05385000"
"4.61153000","0.11744000","0.02430000","0.18668000","0.01225000","0.03655000","0.05989000"
"4.66165000","0.13728000","0.03122000","0.11571000","0.01391000","0.05051000","0.08130000"
"4.71178000","0.20369000","0.01896000","0.10658000","0.01541000","0.05572000","0.04273000"
"4.76190000","0.22719000","0.01499000","0.15796000","0.01656000","0.05389000","0.02785000"
"4.81203000","0.16077000","0.03678000","0.17381000","0.02178000","0.05384000","0.04129000"
"4.86216000","0.09599000","0.07404000","0.10214000","0.04427000","0.09668000","0.06248000"
"4.91228000","0.07725000","0.10707000","0.07458000","0.05397000","0.10585000","0.07698000"
"4.96241000","0.05000000","0.07542000","0.05343000","0.03449000","0.06137000","0.06479000"
"5.01253000","0.04765000","0.06703000","0.03204000","0.03500000","0.04769000","0.06989000"
