x_A,y_A,value
-0.06433,-1.44017,0.00021739041
0.00177,-1.44017,-4.2175088e-05
0.06787,-1.44017,-0.00022303985
0.13396,-1.44017,-0.00030234986
0.20006,-1.44017,-0.00033812536
0.26616,-1.44017,-0.00032981366
0.33226,-1.44017,-0.00029892783
0.39835,-1.44017,-0.00025138567
0.46445,-1.44017,-0.0001853595
0.53055,-1.44017,-0.00011960277
0.59664,-1.44017,-5.2854695e-05
0.66274,-1.44017,1.3068405e-05
0.72884,-1.44017,7.9859979e-05
0.79493,-1.44017,0.00013679621
0.86103,-1.44017,0.00017982192
0.92713,-1.44017,0.0002125852
0.99323,-1.44017,0.00023430839
1.05932,-1.44017,0.00024201228
1.12542,-1.44017,0.00023685231
1.19152,-1.44017,0.00022245897
1.25761,-1.44017,0.00019657322
1.32371,-1.44017,0.00016020307
1.38981,-1.44017,0.0001159295
1.45591,-1.44017,6.4392043e-05
1.52200,-1.44017,7.3522292e-06
1.58810,-1.44017,-5.2423169e-05
1.65420,-1.44017,-0.00011207199
1.72029,-1.44017,-0.00016813855
1.78639,-1.44017,-0.00022139521
1.85249,-1.44017,-0.00026759831
1.91859,-1.44017,-0.00031427733
1.98468,-1.44017,-0.00035756387
2.05078,-1.44017,-0.00039689342
2.11688,-1.44017,-0.00043289724
2.18297,-1.44017,-0.00046348327
2.24907,-1.44017,-0.00048106516
2.31517,-1.44017,-0.0004752923
2.38127,-1.44017,-0.00044842807
2.44736,-1.44017,-0.00038051372
2.51346,-1.44017,-0.0002826718
2.57956,-1.44017,-0.0001548523
2.64565,-1.44017,-1.2039641e-05
2.71175,-1.44017,0.00010700474
2.77785,-1.44017,0.00021842374
2.84394,-1.44017,0.00031467737
2.91004,-1.44017,0.00036115534
2.97614,-1.44017,0.00036127403
3.04224,-1.44017,0.00033373386
3.10833,-1.44017,0.00028507528
3.17443,-1.44017,0.00024062628
3.24053,-1.44017,0.00021699718
3.30662,-1.44017,0.00022056993
3.37272,-1.44017,0.00024913205
3.43882,-1.44017,0.00031668865
3.50492,-1.44017,0.00042436793
3.57101,-1.44017,0.00055710948
3.63711,-1.44017,0.0007634983
3.70321,-1.44017,0.0010316867
3.76930,-1.44017,0.0013351958
3.83540,-1.44017,0.0016921751
3.90150,-1.44017,0.0021022051
-3.96406,-1.39604,-0.0019433382
-3.89796,-1.39604,-0.002309755
-3.83186,-1.39604,-0.0027768924
-3.76577,-1.39604,-0.0033545359
-3.69967,-1.39604,-0.0040225424
-3.63357,-1.39604,-0.0048868782
-3.56747,-1.39604,-0.0059203841
-3.50138,-1.39604,-0.0070102885
-3.43528,-1.39604,-0.0083482051
-3.36918,-1.39604,-0.0099208606
-3.30309,-1.39604,-0.0113217
