x_A,y_A,value
0.99323,-1.57258,-0.0004430546
1.05932,-1.57258,-0.00048104586
1.12542,-1.57258,-0.00051020313
1.19152,-1.57258,-0.00052976748
1.25761,-1.57258,-0.00054269022
1.32371,-1.57258,-0.00054525613
1.38981,-1.57258,-0.0005410554
1.45591,-1.57258,-0.00053313019
1.52200,-1.57258,-0.00052023388
1.58810,-1.57258,-0.00049219053
1.65420,-1.57258,-0.00046147974
1.72029,-1.57258,-0.00042633261
1.78639,-1.57258,-0.00037406295
1.85249,-1.57258,-0.00031974909
1.91859,-1.57258,-0.00026191922
1.98468,-1.57258,-0.00020103896
2.05078,-1.57258,-0.00014487801
2.11688,-1.57258,-9.2470866e-05
2.18297,-1.57258,-4.7114714e-05
2.24907,-1.57258,-1.1066656e-05
2.31517,-1.57258,1.3681693e-05
2.38127,-1.57258,1.8669667e-05
2.44736,-1.57258,1.2236593e-05
2.51346,-1.57258,-1.987705e-06
2.57956,-1.57258,-2.4655274e-05
2.64565,-1.57258,-5.3023927e-05
2.71175,-1.57258,-6.7863708e-05
2.77785,-1.57258,-7.3553943e-05
2.84394,-1.57258,-8.1816077e-05
2.91004,-1.57258,-8.2673287e-05
2.97614,-1.57258,-7.4135365e-05
3.04224,-1.57258,-6.8078138e-05
3.10833,-1.57258,-6.4864158e-05
3.17443,-1.57258,-6.5755317e-05
3.24053,-1.57258,-7.792806e-05
3.30662,-1.57258,-0.00010484221
3.37272,-1.57258,-0.00015710147
3.43882,-1.57258,-0.000233236
3.50492,-1.57258,-0.00035342167
3.57101,-1.57258,-0.00054545479
3.63711,-1.57258,-0.00080640899
3.70321,-1.57258,-0.0011895915
3.76930,-1.57258,-0.0017408994
3.83540,-1.57258,-0.0024492559
3.90150,-1.57258,-0.003459861
-3.96406,-1.52845,-0.00027505381
-3.89796,-1.52845,-0.00015840278
-3.83186,-1.52845,6.845903e-06
-3.76577,-1.52845,0.00027252268
-3.69967,-1.52845,0.00065719051
-3.63357,-1.52845,0.0011537059
-3.56747,-1.52845,0.0018620522
-3.50138,-1.52845,0.002781746
-3.43528,-1.52845,0.0038752351
-3.36918,-1.52845,0.0052070157
-3.30309,-1.52845,0.0067686746
-3.23699,-1.52845,0.008515982
-3.17089,-1.52845,0.010402687
-3.10479,-1.52845,0.012753425
-3.03870,-1.52845,0.0153524
-2.97260,-1.52845,0.017885821
