x_A,y_A,charge_total_Al16,charge_total_undoped,magnetization_Al16,magnetization_undoped,spin_down_Al16,spin_down_undoped,spin_up_Al16,spin_up_undoped
-3.50138,1.03149,-0.038438592,-0.038336337,0.003469574,0.0033094913,-0.020954084,-0.020822914,-0.017484508,-0.017513422
-3.43528,1.03149,-0.042195663,-0.042105082,0.0039884197,0.0037038147,-0.023092041,-0.022904448,-0.019103622,-0.019200634
-3.36918,1.03149,-0.046529189,-0.046463247,0.0044660531,0.004008404,-0.025497621,-0.025235826,-0.021031568,-0.021227421
-3.30309,1.03149,-0.050390854,-0.050340511,0.0048900656,0.0042274115,-0.02764046,-0.027283961,-0.022750394,-0.02305655
-3.23699,1.03149,-0.052800007,-0.052734599,0.0052860435,0.0043795742,-0.029043026,-0.028557086,-0.023756981,-0.024177512
-3.17089,1.03149,-0.054234877,-0.054128226,0.0055167591,0.0043030176,-0.029875819,-0.029215623,-0.024359059,-0.024912603
-3.10479,1.03149,-0.054541022,-0.054364011,0.0055867997,0.0040356345,-0.03006391,-0.029199822,-0.024477111,-0.025164189
-3.03870,1.03149,-0.053608648,-0.053327121,0.0055070622,0.0035958379,-0.029557856,-0.028461479,-0.024050793,-0.024865642
-2.97260,1.03149,-0.050915234,-0.050463125,0.0051258039,0.002837396,-0.02802052,-0.026650261,-0.022894714,-0.023812864
-2.90650,1.03149,-0.047899704,-0.047263023,0.004748995,0.0021375637,-0.02632435,-0.024700293,-0.021575354,-0.022562729
-2.84041,1.03149,-0.044364147,-0.043527678,0.0042796112,0.0013626673,-0.024321878,-0.022445172,-0.020042269,-0.021082506
-2.77431,1.03149,-0.039894514,-0.038801987,0.0035363066,0.00038363089,-0.02171541,-0.019592809,-0.018179104,-0.019209178
-2.70821,1.03149,-0.035178948,-0.033830039,0.0026886554,-0.0006362964,-0.018933801,-0.01659687,-0.016245147,-0.017233169
-2.64211,1.03149,-0.030480906,-0.028896645,0.0017981672,-0.0016417361,-0.016139537,-0.013627455,-0.014341369,-0.01526919
-2.57602,1.03149,-0.02572149,-0.023954451,0.00083911931,-0.0024796836,-0.013280305,-0.010737384,-0.012441185,-0.013217067
-2.50992,1.03149,-0.021491783,-0.019651812,-0.00012146326,-0.0031540752,-0.01068516,-0.0082488684,-0.010806623,-0.011402943
-2.44382,1.03149,-0.017581349,-0.015756778,-0.0010407101,-0.0036822909,-0.0082703196,-0.0060372436,-0.0093110297,-0.0097195348
-2.37773,1.03149,-0.014275137,-0.01266229,-0.0015624954,-0.003319968,-0.0063563208,-0.0046711611,-0.0079188161,-0.0079911286
-2.31163,1.03149,-0.012252764,-0.011061903,-0.0016719884,-0.002222904,-0.0052903877,-0.0044194995,-0.0069623762,-0.0066424035
-2.24553,1.03149,-0.010450684,-0.0097444104,-0.0016722685,-0.00094381336,-0.0043892073,-0.0044002985,-0.0060614762,-0.0053441119
-2.17943,1.03149,-0.009054061,-0.0088670505,-0.0012684675,0.0011203062,-0.0038927968,-0.0049936785,-0.0051612644,-0.0038733722
-2.11334,1.03149,-0.0081242919,-0.0084782625,-0.00074886595,0.0033077253,-0.0036877131,-0.0058929939,-0.0044365791,-0.0025852686
-2.04724,1.03149,-0.0073661245,-0.0082939342,-0.00025457298,0.0053063352,-0.0035557759,-0.0068001347,-0.0038103487,-0.0014937995
-1.98114,1.03149,-0.0067152674,-0.0081983134,0.00039484756,0.00744825,-0.0035550576,-0.0078232819,-0.0031602099,-0.00037503173
-1.91505,1.03149,-0.0060594855,-0.0081273355,0.00092388625,0.0092128729,-0.003491686,-0.0086701047,-0.0025677995,0.00054276874
-1.84895,1.03149,-0.0053957729,-0.0080889035,0.0011975634,0.010494626,-0.0032966682,-0.0092917643,-0.0020991047,0.0012028613
-1.78285,1.03149,-0.0045459443,-0.007888387,0.0013271559,0.011318459,-0.00293655,-0.0096034231,-0.0016093942,0.0017150361
-1.71675,1.03149,-0.0034720676,-0.0075067682,0.0011123581,0.011266932,-0.0022922128,-0.0093868505,-0.0011798549,0.0018800818
-1.65066,1.03149,-0.0022101535,-0.0068765385,0.00049842719,0.010937279,-0.0013542904,-0.0089069083,-0.00085586315,0.0020303703
-1.58456,1.03149,-0.00079104002,-0.0061239572,-0.00046738586,0.0096530644,-0.00016182708,-0.0078885108,-0.00062921294,0.0017645536
-1.51846,1.03149,0.00069284922,-0.0054456326,-0.0016382518,0.007803909,0.0011655506,-0.0066247708,-0.0004727013,0.0011791382
-1.45237,1.03149,0.0023009074,-0.0046400311,-0.0030238358,0.006137995,0.0026623716,-0.0053890133,-0.00036146422,0.00074898195
-1.38627,1.03149,0.0034774572,-0.0036954791,-0.0040760115,0.0056998809,0.0037767342,-0.00469768,-0.00029927713,0.0010022009
-1.32017,1.03149,0.0038937679,-0.0032100587,-0.0044105127,0.0059334226,0.0041521406,-0.0045717405,-0.0002583724,0.001361682
-1.25408,1.03149,0.0033891278,-0.0033501077,-0.0038258273,0.0067722532,0.0036074775,-0.0050611803,-0.00021834974,0.0017110727
-1.18798,1.03149,0.0012562774,-0.0035981531,-0.0016702142,0.0092821531,0.0014632458,-0.0064401533,-0.0002069684,0.002842
-1.12188,1.03149,-0.0020814554,-0.0043580821,0.0016581567,0.012499551,-0.0018698061,-0.0084288167,-0.00021164934,0.0040707346
-1.05578,1.03149,-0.00637129,-0.0056758011,0.0059308931,0.016098157,-0.0061510913,-0.010886978,-0.00022019842,0.0052111777
-0.98969,1.03149,-0.011059853,-0.0072365282,0.010663096,0.017968863,-0.010861475,-0.012602696,-0.00019837869,0.0053661675
-0.92359,1.03149,-0.015974773,-0.0089577967,0.01561984,0.019198013,-0.015797306,-0.014077906,-0.00017746678,0.0051201084
-0.85749,1.03149,-0.020753168,-0.010627033,0.020410828,0.020250788,-0.020581998,-0.015438911,-0.00017116964,0.0048118774
-0.79140,1.03149,-0.021866528,-0.010737408,0.021581439,0.018554661,-0.021723984,-0.014646035,-0.00014254451,0.0039086267
-0.72530,1.03149,-0.02059916,-0.010014459,0.020414025,0.015488897,-0.020506592,-0.012751678,-9.2567876e-05,0.0027372194
-0.65920,1.03149,-0.018892467,-0.009118109,0.018778803,0.012837538,-0.018835634,-0.010977823,-5.6832097e-05,0.0018597143
-0.59310,1.03149,-0.016939817,-0.0081745479,0.01687322,0.011258929,-0.016906518,-0.009716738,-3.3298507e-05,0.0015421906
-0.52701,1.03149,-0.013565211,-0.0067627644,0.013581004,0.009187609,-0.013573107,-0.0079751872,7.8966841e-06,0.0012124223
-0.46091,1.03149,-0.010778462,-0.0056239385,0.010835929,0.0075558405,-0.010807196,-0.0065898895,2.873363e-05,0.00096595101
-0.39481,1.03149,-0.0085339081,-0.0047080908,0.0086018024,0.0061912504,-0.0085678548,-0.0054496704,3.3947174e-05,0.0007415798
-0.32872,1.03149,-0.0065223845,-0.0038650348,0.0065696277,0.0049574762,-0.0065460061,-0.0044112555,2.36216e-05,0.00054622069
-0.26262,1.03149,-0.0048227701,-0.0031210831,0.0048172362,0.0038667496,-0.0048200032,-0.0034939162,-2.7669594e-06,0.00037283322
-0.19652,1.03149,-0.0037217261,-0.002504738,0.0036150557,0.0029800227,-0.0036683909,-0.0027423804,-5.3335214e-05,0.00023764232
-0.13042,1.03149,-0.0029684149,-0.0019710739,0.0027335589,0.0022647348,-0.002850987,-0.0021179044,-0.00011742802,0.00014683045
-0.06433,1.03149,-0.0023752293,-0.0014519973,0.0020230706,0.0016821601,-0.0021991499,-0.0015670788,-0.00017607934,0.00011508138
0.00177,1.03149,-0.0019563863,-0.00092227355,0.001528924,0.0013877355,-0.0017426552,-0.0011550045,-0.00021373114,0.00023273096
0.06787,1.03149,-0.0016449358,-0.0004000215,0.001135331,0.0012302558,-0.0013901334,-0.00081513869,-0.00025480241,0.00041511716
0.13396,1.03149,-0.0013897541,0.00013476031,0.00080162089,0.0012219057,-0.0010956875,-0.00054357271,-0.00029406662,0.00067833299
0.20006,1.03149,-0.0011140748,0.00079998566,0.00043264791,0.0015167873,-0.00077336136,-0.00035840084,-0.00034071348,0.0011583865
0.26616,1.03149,-0.00084676465,0.0015334482,4.3524295e-05,0.0019996839,-0.00044514448,-0.00023311784,-0.00040162017,0.0017665661
0.33226,1.03149,-0.00056858943,0.0023304799,-0.0003784096,0.0026600671,-9.5089912e-05,-0.00016479357,-0.00047349953,0.0024952735
0.39835,1.03149,-0.00010833357,0.0033226137,-0.0010056038,0.0038457599,0.00044863514,-0.00026157312,-0.00055696868,0.0035841868
0.46445,1.03149,0.0004398622,0.0044845417,-0.00174338,0.0053784926,0.0010916211,-0.00044697546,-0.00065175886,0.0049315169
0.53055,1.03149,0.0010342471,0.0057102484,-0.0025337813,0.0071203704,0.0017840143,-0.00070506101,-0.00074976712,0.0064153094
0.59664,1.03149,0.0016125668,0.0061929752,-0.0032125898,0.0086608175,0.0024125783,-0.0012339212,-0.0008000115,0.0074268961
0.66274,1.03149,0.0021031348,0.0062641404,-0.0037904251,0.009913764,0.0029467801,-0.0018248118,-0.00084364519,0.0080889519
0.72884,1.03149,0.0024820787,0.0059064445,-0.0042463988,0.010811339,0.0033642389,-0.0024524473,-0.00088216003,0.0083588921
0.79493,1.03149,0.0021800578,0.0031087673,-0.0039281007,0.0094150836,0.0030540791,-0.0031531581,-0.00087402144,0.0062619252
0.86103,1.03149,0.0016320999,-0.00029748006,-0.0033630885,0.0069756676,0.0024975941,-0.0036365739,-0.00086549431,0.0033390936
0.92713,1.03149,0.0011188665,-0.0036000947,-0.0027979282,0.0043236753,0.0019583972,-0.0039618849,-0.00083953084,0.0003617903
0.99323,1.03149,0.00078572007,-0.005454916,-0.0023158609,0.0019271889,0.0015507905,-0.0036910526,-0.00076507044,-0.0017638635
1.05932,1.03149,0.00071032258,-0.0059375893,-0.002065924,0.00049640879,0.0013881233,-0.0032169991,-0.00067780074,-0.0027205902
1.12542,1.03149,0.0010735431,-0.0048933835,-0.0022291935,0.00025917456,0.0016513683,-0.002576279,-0.00057782518,-0.0023171045
1.19152,1.03149,0.0017904533,-0.0014306062,-0.002790692,0.0018013772,0.0022905727,-0.0016159917,-0.00050011935,0.00018538546
1.25761,1.03149,0.0023673382,0.0017432105,-0.0031586715,0.0035802405,0.002763005,-0.00091851503,-0.00039566669,0.0026617255
1.32371,1.03149,0.0028156417,0.0043218336,-0.0033853268,0.005160748,0.0031004841,-0.00041945721,-0.00028484256,0.0047412906
1.38981,1.03149,0.0027790393,0.0054040505,-0.0032442417,0.0057770489,0.0030116406,-0.00018649921,-0.00023260119,0.0055905497
1.45591,1.03149,0.0025769633,0.0057398658,-0.0029470385,0.0058275997,0.002762001,-4.3866923e-05,-0.00018503761,0.005783733
1.52200,1.03149,0.0022027786,0.0053824424,-0.0025018156,0.0053171157,0.0023522971,3.2663345e-05,-0.00014951848,0.005349779
1.58810,1.03149,0.0017173971,0.0042964178,-0.0019975398,0.0042897975,0.0018574684,3.3101533e-06,-0.00014007132,0.0042931074
1.65420,1.03149,0.0013511366,0.0034235597,-0.001605857,0.0034196959,0.0014784968,1.9319123e-06,-0.00012736022,0.0034216279
1.72029,1.03149,0.0010785628,0.002833826,-0.0013056538,0.0027517369,0.0011921083,4.104455e-05,-0.00011354551,0.0027927815
1.78639,1.03149,0.00084383023,0.0022452918,-0.0010458971,0.0021496031,0.00094486366,4.7844369e-05,-0.00010103345,0.0021974475
1.85249,1.03149,0.00065575127,0.0017655557,-0.00083316443,0.0016522945,0.00074445782,5.6630583e-05,-8.8706583e-05,0.0017089251
1.91859,1.03149,0.00050743058,0.0014078991,-0.00066279055,0.0012535835,0.00058511057,7.7157805e-05,-7.7679986e-05,0.0013307412
1.98468,1.03149,0.00038630175,0.0011109704,-0.00052290008,0.00093821395,0.0004546009,8.6378219e-05,-6.8299167e-05,0.0010245922
2.05078,1.03149,0.00028862499,0.00086787698,-0.00040627157,0.00068245386,0.00034744828,9.2711562e-05,-5.8823294e-05,0.00077516539
2.11688,1.03149,0.00021246537,0.00067542295,-0.00031073886,0.00047971919,0.00026160211,9.785188e-05,-4.9136746e-05,0.0005775711
2.18297,1.03149,0.00015551419,0.00052692438,-0.00023389619,0.00033180669,0.00019470519,9.7558848e-05,-3.9191e-05,0.00042936555
2.24907,1.03149,0.00011253412,0.00040161263,-0.0001708643,0.0002149332,0.0001416992,9.3339717e-05,-2.916509e-05,0.00030827292
2.31517,1.03149,8.4776002e-05,0.00029992635,-0.00012272481,0.00013086273,0.00010375041,8.4531814e-05,-1.8974406e-05,0.00021539454
2.38127,1.03149,6.9447997e-05,0.00022427937,-8.8109067e-05,7.7261691e-05,7.8778532e-05,7.350884e-05,-9.3305352e-06,0.00015077053
2.44736,1.03149,6.3115142e-05,0.00016126515,-6.2768217e-05,3.9537888e-05,6.2941675e-05,6.0863633e-05,1.7346247e-07,0.00010040152
2.51346,1.03149,6.4463129e-05,0.00010701094,-4.5740078e-05,1.4837262e-05,5.5101606e-05,4.608684e-05,9.3615254e-06,6.0924103e-05
2.57956,1.03149,6.6496585e-05,6.861244e-05,-3.1863092e-05,1.6730578e-06,4.9179838e-05,3.3469692e-05,1.7316746e-05,3.5142748e-05
2.64565,1.03149,7.6197219e-05,3.9095496e-05,-2.4628351e-05,-1.1426689e-06,5.0412786e-05,2.0119081e-05,2.5784433e-05,1.8976414e-05
2.71175,1.03149,9.0345377e-05,1.5091985e-05,-2.1823651e-05,1.7257065e-06,5.6084515e-05,6.6831394e-06,3.4260862e-05,8.408846e-06
2.77785,1.03149,9.8104334e-05,2.0861305e-06,-1.5249014e-05,4.8667739e-06,5.6676676e-05,-1.3903217e-06,4.1427658e-05,3.4764521e-06
2.84394,1.03149,0.00011279833,-4.2330121e-06,-1.2885367e-05,1.2989179e-05,6.2841849e-05,-8.6110958e-06,4.9956481e-05,4.3780833e-06
2.91004,1.03149,0.00012773593,-4.6458226e-06,-1.0566457e-05,2.1472581e-05,6.9151189e-05,-1.3059202e-05,5.8584734e-05,8.413379e-06
2.97614,1.03149,0.00012559084,3.0765837e-06,4.2941856e-06,2.5923086e-05,6.064833e-05,-1.1423251e-05,6.4942513e-05,1.4499835e-05
3.04224,1.03149,0.00012216505,1.6922701e-05,2.094923e-05,3.0299516e-05,5.0607909e-05,-6.6884077e-06,7.1557137e-05,2.3611108e-05
3.10833,1.03149,0.00011915388,3.5864214e-05,3.8429338e-05,3.3726639e-05,4.0362269e-05,1.0687872e-06,7.8791607e-05,3.4795426e-05
3.17443,1.03149,8.3565261e-05,5.7994555e-05,8.192192e-05,3.2847955e-05,8.2167026e-07,1.25733e-05,8.2743587e-05,4.5421257e-05
3.24053,1.03149,4.3104003e-05,8.2822218e-05,0.00013031,3.0199923e-05,-4.3602999e-05,2.6311147e-05,8.6707005e-05,5.6511071e-05
3.30662,1.03149,1.145979e-05,0.00011001831,0.00017564729,2.6173422e-05,-8.2093749e-05,4.1922442e-05,9.3553543e-05,6.8095862e-05
3.37272,1.03149,-7.8851852e-05,0.00013159477,0.00027090599,1.9876732e-05,-0.00017487892,5.5859022e-05,9.602707e-05,7.5735756e-05
3.43882,1.03149,-0.00018342257,0.00015115204,0.00037703794,1.1476925e-05,-0.00028023025,6.9837559e-05,9.6807686e-05,8.131448e-05
3.50492,1.03149,-0.00029176075,0.00016779269,0.00048949465,7.4272367e-07,-0.00039062771,8.3524981e-05,9.8866949e-05,8.4267711e-05
3.57101,1.03149,-0.0004928027,0.00017910998,0.00068329152,-7.3317433e-06,-0.00058804709,9.3220864e-05,9.524441e-05,8.5889114e-05
3.63711,1.03149,-0.00069370208,0.00019040972,0.00087210513,-1.5130278e-05,-0.00078290363,0.00010277,8.9201523e-05,8.7639717e-05
3.70321,1.03149,-0.00087699597,0.00019987709,0.0010393554,-2.2791577e-05,-0.00095817569,0.00011133433,8.1179722e-05,8.8542758e-05
3.76930,1.03149,-0.0011196682,0.0001984611,0.0012592289,-2.2829268e-05,-0.0011894486,0.00011064518,6.9780333e-05,8.7815919e-05
3.83540,1.03149,-0.0012998306,0.00019438296,0.001414184,-1.8526784e-05,-0.0013570073,0.00010645487,5.7176687e-05,8.7928085e-05
3.90150,1.03149,-0.001397275,0.00018700807,0.0014848051,-9.4249253e-06,-0.0014410401,9.82165e-05,4.376506e-05,8.8791574e-05
-3.96406,1.07563,-0.010106911,-0.009927229,0.00073423074,0.00080032286,-0.0054205707,-0.0053637759,-0.0046863402,-0.0045634531
-3.89796,1.07563,-0.012589011,-0.012407736,0.00094467954,0.001002046,-0.0067668455,-0.0067048911,-0.0058221659,-0.0057028448
-3.83186,1.07563,-0.015135932,-0.014950072,0.0011924468,0.0012350986,-0.0081641898,-0.008092586,-0.0069717425,-0.0068574869
-3.76577,1.07563,-0.017819969,-0.017629264,0.0014546557,0.0014756682,-0.009637312,-0.0095524658,-0.008182657,-0.0080767982
-3.69967,1.07563,-0.0215683,-0.021387232,0.0017476688,0.0017273113,-0.011657985,-0.011557272,-0.0099103153,-0.0098299608
-3.63357,1.07563,-0.024950325,-0.02477086,0.0020959128,0.0020196817,-0.01352312,-0.01339527,-0.011427206,-0.011375589
-3.56747,1.07563,-0.02829062,-0.02811167,0.0024489283,0.0023040299,-0.015369774,-0.01520785,-0.012920846,-0.01290382
-3.50138,1.07563,-0.032752376,-0.032594278,0.00279611,0.0025446902,-0.017774243,-0.017569484,-0.014978133,-0.015024794
-3.43528,1.07563,-0.036291998,-0.036139585,0.0031726421,0.0027877626,-0.019732321,-0.019463673,-0.016559677,-0.016675912
-3.36918,1.07563,-0.03925883,-0.039101925,0.0035290061,0.0029865312,-0.021393918,-0.021044228,-0.017864913,-0.018057697
-3.30309,1.07563,-0.042551681,-0.042391211,0.0037844041,0.0030255925,-0.023168042,-0.022708401,-0.019383639,-0.01968281
-3.23699,1.07563,-0.044696618,-0.044507425,0.0039779334,0.0029715439,-0.024337275,-0.023739485,-0.020359343,-0.02076794
-3.17089,1.07563,-0.04562936,-0.045381911,0.0041328277,0.0028586823,-0.024881095,-0.024120297,-0.020748265,-0.021261614
-3.10479,1.07563,-0.04596987,-0.045636915,0.0041208863,0.0025554213,-0.025045378,-0.024096169,-0.020924492,-0.021540746
-3.03870,1.07563,-0.045522708,-0.045084991,0.0040251226,0.0021657101,-0.024773916,-0.02362535,-0.020748792,-0.021459641
-2.97260,1.07563,-0.043913916,-0.043342456,0.003824377,0.0016639015,-0.023869146,-0.022503179,-0.02004477,-0.020839278
-2.90650,1.07563,-0.041137185,-0.040377293,0.0033600312,0.00091483287,-0.022248607,-0.020646064,-0.018888578,-0.019731229
-2.84041,1.07563,-0.037921533,-0.036959182,0.0028022721,9.259073e-05,-0.020361902,-0.018525887,-0.017559631,-0.018433295
-2.77431,1.07563,-0.034387209,-0.033217493,0.0021265363,-0.00080739276,-0.018256873,-0.01620505,-0.016130336,-0.017012443
-2.70821,1.07563,-0.030145982,-0.028734751,0.0012815973,-0.0017588895,-0.01571379,-0.01348793,-0.014432193,-0.015246821
-2.64211,1.07563,-0.025966875,-0.024338964,0.00039816296,-0.0026874377,-0.013182519,-0.010825763,-0.012784356,-0.013513201
-2.57602,1.07563,-0.022493431,-0.020776045,-0.00025571932,-0.0031905167,-0.011118856,-0.0087927636,-0.011374575,-0.011983281
-2.50992,1.07563,-0.019498982,-0.01787933,-0.00069308374,-0.0030570142,-0.0094029494,-0.0074111577,-0.010096032,-0.010468172
-2.44382,1.07563,-0.016737919,-0.015311186,-0.0010465486,-0.0026958266,-0.0078456849,-0.0063076797,-0.0088922344,-0.009003506
-2.37773,1.07563,-0.014211318,-0.013071702,-0.0012773396,-0.002020048,-0.0064669889,-0.0055258269,-0.0077443286,-0.0075458749
-2.31163,1.07563,-0.012438014,-0.011718516,-0.0011364407,-0.00048114022,-0.0056507867,-0.0056186882,-0.0067872275,-0.0060998281
-2.24553,1.07563,-0.010947864,-0.010705897,-0.00090420444,0.0011886174,-0.0050218296,-0.0059472569,-0.0059260339,-0.0047586397
-2.17943,1.07563,-0.009653477,-0.0099237245,-0.00053890218,0.0030700045,-0.0045572873,-0.0064968644,-0.0050961897,-0.0034268601
-2.11334,1.07563,-0.0088867452,-0.0096386494,0.00024971145,0.0057225251,-0.0045682285,-0.0076805875,-0.0043185167,-0.0019580622
-2.04724,1.07563,-0.0083274711,-0.0095823146,0.00097450265,0.0080605689,-0.0046509868,-0.0088214418,-0.0036764843,-0.00076087285
-1.98114,1.07563,-0.0079288343,-0.0097931931,0.0020414132,0.010990179,-0.0049851239,-0.010391686,-0.0029437104,0.00059849303
-1.91505,1.07563,-0.0074411063,-0.0097568436,0.0030501774,0.013707486,-0.0052456418,-0.011732165,-0.0021954644,0.0019753212
-1.84895,1.07563,-0.0069545922,-0.0096856337,0.0036999034,0.015716476,-0.005327248,-0.012701055,-0.0016273444,0.0030154213
-1.78285,1.07563,-0.0061827307,-0.0093290741,0.0039119232,0.016631195,-0.0050473269,-0.012980135,-0.0011354038,0.0036510606
-1.71675,1.07563,-0.0050325394,-0.0085546831,0.0035097469,0.015876096,-0.0042711431,-0.012215389,-0.00076139625,0.0036607063
-1.65066,1.07563,-0.0038170775,-0.0077679465,0.0028558923,0.014831143,-0.003336485,-0.011299545,-0.0004805926,0.0035315985
-1.58456,1.07563,-0.0024923517,-0.0069389739,0.0019531067,0.013382848,-0.0022227291,-0.010160911,-0.00026962248,0.0032219372
-1.51846,1.07563,-0.0011540081,-0.0062073623,0.00082161819,0.010771109,-0.00098781311,-0.0084892353,-0.00016619495,0.0022818733
-1.45237,1.07563,2.7722586e-05,-0.0056721913,-0.00022218714,0.0082384441,0.00012495487,-0.0069553177,-9.7232274e-05,0.0012831264
-1.38627,1.07563,0.0012703978,-0.0044803601,-0.001357162,0.0066949539,0.00131378,-0.005587657,-4.3382111e-05,0.0011072969
-1.32017,1.07563,0.0017615631,-0.0037724976,-0.0018376327,0.0057482398,0.0017995979,-0.0047603687,-3.8034806e-05,0.00098787108
-1.25408,1.07563,0.0017302128,-0.0035400011,-0.0018182158,0.0053163343,0.0017742143,-0.0044281678,-4.4001499e-05,0.0008881666
-1.18798,1.07563,0.00079691736,-0.0035422561,-0.00087361044,0.0060914443,0.00083526387,-0.0048168502,-3.8346538e-05,0.0012745941
-1.12188,1.07563,-0.0018090245,-0.0041884906,0.0017406667,0.0079312464,-0.0017748456,-0.0060598683,-3.4178898e-05,0.0018713779
-1.05578,1.07563,-0.0051648668,-0.0053035561,0.0051000086,0.0099714985,-0.0051324377,-0.0076375273,-3.2429118e-05,0.0023339712
-0.98969,1.07563,-0.0089113312,-0.0066972584,0.0088737104,0.011531293,-0.0088925213,-0.0091142757,-1.8810388e-05,0.0024170175
-0.92359,1.07563,-0.01204717,-0.0076660849,0.012060057,0.01172902,-0.012053614,-0.0096975528,6.4438209e-06,0.0020314674
-0.85749,1.07563,-0.014803615,-0.0084494548,0.014819548,0.011971346,-0.014811581,-0.0102104,7.9660676e-06,0.0017609457
-0.79140,1.07563,-0.016986983,-0.0089525003,0.016945874,0.012693086,-0.016966429,-0.010822793,-2.0554289e-05,0.0018702927
-0.72530,1.07563,-0.015976014,-0.0082375249,0.015973434,0.011263708,-0.015974723,-0.0097506158,-1.2898818e-06,0.0015130914
-0.65920,1.07563,-0.01510667,-0.0076439269,0.015116199,0.010168543,-0.015111434,-0.008906235,4.7646463e-06,0.0012623081
-0.59310,1.07563,-0.014114604,-0.0070679379,0.014124361,0.0092230299,-0.014119483,-0.0081454841,4.8782676e-06,0.001077546
-0.52701,1.07563,-0.011458563,-0.0059134616,0.011524298,0.0075704679,-0.011491431,-0.0067419647,3.2867771e-05,0.00082850317
-0.46091,1.07563,-0.0090277493,-0.0048910272,0.0091233226,0.0061417529,-0.0090755355,-0.0055163903,4.7786627e-05,0.00062536285
-0.39481,1.07563,-0.0071876035,-0.0041172574,0.00726943,0.0050545703,-0.007228517,-0.0045859138,4.0913234e-05,0.00046865642
-0.32872,1.07563,-0.0056027118,-0.0034003195,0.0056326687,0.004022025,-0.0056176903,-0.0037111724,1.4978461e-05,0.00031085277
-0.26262,1.07563,-0.0042715818,-0.0027606385,0.0042291516,0.003138083,-0.0042503667,-0.0029493608,-2.1215063e-05,0.00018872228
-0.19652,1.07563,-0.0033885147,-0.0022606612,0.0032546562,0.0025056305,-0.0033215855,-0.002383146,-6.6929264e-05,0.00012248463
-0.13042,1.07563,-0.0027625607,-0.0017726322,0.0025336083,0.0019859998,-0.0026480844,-0.0018793161,-0.00011447619,0.00010668376
-0.06433,1.07563,-0.0022156874,-0.0012887716,0.0019081864,0.0015511063,-0.002061937,-0.001419939,-0.00015375053,0.00013116735
0.00177,1.07563,-0.001809285,-0.00082576217,0.0014268899,0.0012505959,-0.0016180875,-0.001038179,-0.00019119756,0.00021241687
0.06787,1.07563,-0.0015015758,-0.00031975695,0.0010489182,0.0011307365,-0.001275247,-0.00072524673,-0.00022632879,0.00040548982
0.13396,1.07563,-0.0012507184,0.00019264854,0.00072558731,0.0011453852,-0.00098815281,-0.00047636832,-0.00026256553,0.00066901685
0.20006,1.07563,-0.0010141012,0.00075227156,0.00041065499,0.0013351934,-0.00071237807,-0.00029146092,-0.00030172311,0.0010437325
0.26616,1.07563,-0.00075274723,0.0014321922,3.7199254e-05,0.0018115289,-0.00039497323,-0.00018966838,-0.000357774,0.0016218605
0.33226,1.07563,-0.00049898087,0.0021244383,-0.00034691408,0.0024113203,-7.6033393e-05,-0.00014344102,-0.00042294746,0.0022678794
0.39835,1.07563,-0.00017774597,0.0028398375,-0.00080014829,0.003196368,0.00031120115,-0.00017826527,-0.00048894715,0.0030181026
0.46445,1.07563,0.00025879635,0.0036091998,-0.001374618,0.0043512373,0.00081670721,-0.00037101877,-0.00055791083,0.0039802184
0.53055,1.07563,0.00072040886,0.0043783775,-0.0019759391,0.0056409901,0.0013481739,-0.00063130632,-0.00062776514,0.0050096838
0.59664,1.07563,0.0011503897,0.0048342189,-0.0025234949,0.0068041435,0.0018369423,-0.00098496233,-0.00068655261,0.005819181
0.66274,1.07563,0.0014699425,0.0043876027,-0.0028783602,0.0075643798,0.0021741514,-0.0015883886,-0.00070420885,0.0059759915
0.72884,1.07563,0.001663337,0.0034448802,-0.0030901448,0.0079135103,0.0023767408,-0.002234315,-0.00071340392,0.0056791953
0.79493,1.07563,0.0015530875,0.0014859218,-0.0029795142,0.0072473562,0.0022663008,-0.0028807172,-0.00071321335,0.0043666391
0.86103,1.07563,0.00095483178,-0.0019765235,-0.0023353519,0.0047010579,0.0016450918,-0.0033387907,-0.00069026009,0.0013622672
0.92713,1.07563,0.00054626376,-0.0046045082,-0.0018881967,0.0024208152,0.0012172302,-0.0035126617,-0.00067096646,-0.0010918465
0.99323,1.07563,0.00033240209,-0.0063206661,-0.0016156749,0.00048524898,0.0009740385,-0.0034029575,-0.00064163643,-0.0029177086
1.05932,1.07563,0.0003942661,-0.0059167794,-0.0016043847,-0.00027590134,0.00099932542,-0.0028204389,-0.00060505932,-0.0030963405
1.12542,1.07563,0.00071879855,-0.0046959296,-0.0018033563,-0.00030394626,0.0012610775,-0.0021959916,-0.00054227887,-0.002499938
1.19152,1.07563,0.0012660836,-0.0025738587,-0.0021943103,0.00043780889,0.0017301969,-0.0015058338,-0.00046411337,-0.0010680249
1.25761,1.07563,0.0017626553,0.00025797394,-0.0025408515,0.001957132,0.0021517533,-0.00084957905,-0.00038909807,0.001107553
1.32371,1.07563,0.002088798,0.0024725941,-0.0027003698,0.0032825607,0.002394584,-0.00040498329,-0.00030578591,0.0028775774
1.38981,1.07563,0.0022501478,0.0039482266,-0.0027208803,0.0041645085,0.0024855142,-0.00010814099,-0.00023536629,0.0040563676
1.45591,1.07563,0.0020470815,0.0041669444,-0.0024507886,0.0041897548,0.0022489349,-1.1405209e-05,-0.00020185357,0.0041783499
