system	state	energy_eV_rel_EF	spin	site_role	atom_index	element	orbital	dos	source_file
pristine	*O	0.56178	up	TDOS	0	all	total	30.31	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	0.56178	down	TDOS	0	all	total	1.119	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	0.66778	up	TDOS	0	all	total	20.24	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	0.66778	down	TDOS	0	all	total	-0.1153	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	0.77378	up	TDOS	0	all	total	7.489	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	0.77378	down	TDOS	0	all	total	-0.1632	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	0.87978	up	TDOS	0	all	total	3.073	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	0.87978	down	TDOS	0	all	total	-0.09653	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	0.98478	up	TDOS	0	all	total	1.532	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	0.98478	down	TDOS	0	all	total	-0.3878	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	1.09078	up	TDOS	0	all	total	0.1174	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	1.09078	down	TDOS	0	all	total	-1.173	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	1.19678	up	TDOS	0	all	total	-0.2297	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	1.19678	down	TDOS	0	all	total	-0.5138	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	1.30278	up	TDOS	0	all	total	-0.08956	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	1.30278	down	TDOS	0	all	total	7.48	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	1.40878	up	TDOS	0	all	total	-0.01386	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	1.40878	down	TDOS	0	all	total	26.95	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	1.51478	up	TDOS	0	all	total	-0.001065	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	1.51478	down	TDOS	0	all	total	49.12	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	1.62078	up	TDOS	0	all	total	-4.339e-05	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	1.62078	down	TDOS	0	all	total	52.87	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	1.72678	up	TDOS	0	all	total	-9.661e-07	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	1.72678	down	TDOS	0	all	total	34.19	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	1.83278	up	TDOS	0	all	total	-1.193e-08	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	1.83278	down	TDOS	0	all	total	19.79	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	1.93878	up	TDOS	0	all	total	-4.589e-10	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	1.93878	down	TDOS	0	all	total	27.09	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	2.04478	up	TDOS	0	all	total	-4.338e-08	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	2.04478	down	TDOS	0	all	total	40.33	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	2.15078	up	TDOS	0	all	total	-2.809e-06	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	2.15078	down	TDOS	0	all	total	38.66	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	2.25678	up	TDOS	0	all	total	-0.0001016	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	2.25678	down	TDOS	0	all	total	25	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	2.36278	up	TDOS	0	all	total	-0.002029	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	2.36278	down	TDOS	0	all	total	11.47	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	2.46878	up	TDOS	0	all	total	-0.0218	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	2.46878	down	TDOS	0	all	total	4.581	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	2.57478	up	TDOS	0	all	total	-0.1173	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	2.57478	down	TDOS	0	all	total	4.555	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	2.67978	up	TDOS	0	all	total	-0.2334	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	2.67978	down	TDOS	0	all	total	6.917	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	2.78578	up	TDOS	0	all	total	0.3957	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	2.78578	down	TDOS	0	all	total	8.343	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	2.89178	up	TDOS	0	all	total	2.652	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	2.89178	down	TDOS	0	all	total	10.82	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	2.99778	up	TDOS	0	all	total	4.931	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	2.99778	down	TDOS	0	all	total	15.19	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	3.10378	up	TDOS	0	all	total	5.564	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	3.10378	down	TDOS	0	all	total	16.6	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	3.20978	up	TDOS	0	all	total	7.18	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	3.20978	down	TDOS	0	all	total	22.11	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	3.31578	up	TDOS	0	all	total	10.56	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	3.31578	down	TDOS	0	all	total	47.35	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	3.42178	up	TDOS	0	all	total	13.18	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	3.42178	down	TDOS	0	all	total	86.33	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	3.52778	up	TDOS	0	all	total	16.43	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	3.52778	down	TDOS	0	all	total	110	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	3.63378	up	TDOS	0	all	total	20.86	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	3.63378	down	TDOS	0	all	total	106.8	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	3.73978	up	TDOS	0	all	total	20.14	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
