"energy_eV_rel_EF","Al_total_up","Al_total_down","Co_total_up","Co_total_down","H_total_up","H_total_down","O_total_up","O_total_down"
"-3.00752","0.49409999999999993","0.35055000000000003","59.01245","16.694460000000003","1.3353299999999995","0.7707600000000002","54.01596","76.56015000000001"
"-2.95739","0.53758","0.34037","63.62034","18.3114","1.3795800000000003","0.84487","54.41518","82.36468999999998"
"-2.90727","0.50383","0.32192999999999994","64.28517","17.35943","1.3637200000000005","0.8423099999999999","52.60141999999999","79.47267000000001"
"-2.85714","0.50665","0.31271000000000004","63.63389","16.24541","1.3762500000000004","0.8207500000000001","53.391729999999995","79.81016"
"-2.80702","0.551","0.22835999999999998","59.824780000000004","15.363780000000002","1.36515","0.7577100000000002","57.22477","75.75352999999997"
"-2.75689","0.47444","0.2091","53.71634","17.37731","1.2601000000000002","0.7927499999999996","57.136720000000004","82.58198999999998"
"-2.70677","0.4708","0.24626","46.55601","18.17084","1.1034700000000006","0.7608899999999998","53.172500000000014","87.20840000000003"
"-2.65664","0.57687","0.29882000000000003","43.42685","14.44096","1.09106","0.55055","53.95595999999999","74.05430000000001"
"-2.60652","0.6718700000000001","0.31931","42.84224","11.69032","1.1079300000000003","0.40742","54.22672000000002","63.743059999999986"
"-2.55639","0.64189","0.26471","43.61771000000001","10.794019999999998","1.0969100000000003","0.36344999999999994","53.004139999999985","56.72389"
"-2.50627","0.48623","0.26472","41.521029999999996","12.214920000000001","1.0576799999999995","0.38161999999999996","50.08596","53.455"
"-2.45614","0.38804","0.4560599999999999","35.81946","16.21418","0.9594600000000001","0.48661999999999994","45.58564000000002","60.53977999999999"
"-2.40602","0.38345","0.55401","29.65657","20.066959999999998","0.88543","0.5304700000000001","43.72918000000001","60.14293"
"-2.35589","0.39547","0.40905","25.59619","22.571180000000002","0.87735","0.57741","46.66023000000002","59.19058000000001"
