"energy_eV_rel_EF","TDOS_up","TDOS_down"
"0.43036655","30.14","-0.3601"
"0.5363665499999999","45.5","-0.07444"
"0.6413665499999999","29.05","-0.007497"
"0.7473665499999997","5.817","-0.0005791"
"0.8523665499999997","-1.973","-0.004713"
"0.95836655","-1.202","-0.06734"
"1.06336655","-0.2368","-0.5024"
"1.16936655","-0.02287","-1.702"
"1.2743665499999999","-0.001182","-0.6602"
"1.3803665499999997","-3.374e-05","11.92"
"1.4853665499999997","-5.401e-07","36.54"
"1.5913665499999998","-4.887e-09","52.13"
"1.6963665499999998","-2.51e-11","42.92"
"1.8013665499999998","-1.712e-12","23.86"
"1.9073665499999999","-3.306e-10","26.82"
"2.01236655","-3.784e-08","52.99"
"2.1183665499999997","-2.447e-06","59.41"
"2.2233665499999997","-8.887e-05","33.24"
"2.3293665499999996","-0.001793","7.553"
"2.43436655","-0.01962","-1.327"
"2.54036655","-0.109","-1.665"
"2.64536655","-0.235","-1.308"
"2.7513665499999997","0.3079","0.1167"
"2.8563665499999997","2.472","7.475"
"2.9623665499999996","4.824","18.32"
"3.06736655","5.412","21.32"
"3.17336655","6.816","19.48"
"3.27836655","10.48","34.14"
"3.38336655","13.52","71.73"
"3.4893665499999997","16.86","106.5"
"3.5943665499999997","21.54","112.7"
"3.70036655","20.33","99.48"
"3.80536655","13.03","85.91"
"3.91136655","10.92","66.87"
"4.01636655","15.83","46.28"
"4.12236655","20.47","45.39"
"4.22736655","22.09","64.44"
"4.33336655","21.02","91.76"
"4.43836655","19.02","122.7"
"4.5443665499999994","20.59","158.7"
"4.64936655","25.46","192.4"
"4.75436655","31.04","188.1"
"4.86036655","35.49","128.6"
"4.96536655","39.13","64.05"
"5.07136655","44.53","40.93"
"5.17636655","45.46","46.1"
"5.28236655","43.11","49.95"
"5.387366549999999","48.36","47.72"
"5.493366549999999","53.1","51.67"
"5.59836655","49.87","57.06"
"5.70436655","49.03","54.72"
"5.80936655","55.14","51.78"
"5.91536655","64.38","56.36"
"6.02036655","67.23","65.9"
"6.12536655","60.55","68.31"
"6.23136655","59.32","62.98"
"6.336366549999999","68.43","63.63"
"6.44236655","73.47","70.05"
"6.54736655","72.1","70.86"
"6.653366549999999","71.77","69.74"
"6.75836655","71.37","72.11"
"6.86436655","72.37","73.4"
"6.96936655","78.76","75.52"
"7.07536655","84.72","81.31"
"7.1803665500000005","82.26","84.05"
"7.28636655","77.48","79.01"
"7.391366549999999","83.46","74.59"
"7.496366549999999","97.18","81.86"
"7.602366549999999","104.6","95.17"
"7.70736655","100.7","101.5"
"7.81336655","85.24","97.94"
"7.91836655","55.66","82.58"
"8.02436655","20.77","50.84"
"8.12936655","0.6851","16.56"
"8.23536655","-2.577","-0.392"
"8.34036655","-0.983","-2.312"
"8.44636655","-0.165","-0.8027"
"8.55136655","-0.0146","-0.1306"
"8.657366549999999","-0.0007167","-0.01148"
"8.76236655","-1.99e-05","-0.0005666"
"8.86736655","-3.154e-07","-1.59e-05"
"8.97336655","-2.864e-09","-2.549e-07"
"9.07836655","-1.494e-11","-2.339e-09"
"9.18436655","-4.369e-14","-1.229e-11"
"9.28936655","0.0","-3.632e-14"
"9.39536655","0.0","0.0"
"9.500366549999999","0.0","0.0"
"9.60636655","0.0","0.0"
"9.71136655","0.0","0.0"
"9.81736655","0.0","0.0"
"9.92236655","0.0","0.0"
"10.02836655","0.0","0.0"
